,place_id,name,main_category,categories,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
164,ChIJSdjaVCOJoDERihG3VZ-PGAI,Quán Cơm Cô Thu,Quán ăn nhỏ,Quán ăn nhỏ,+84 969 727 865,"Quán Cơm Cô Thu, 180/9 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",180/9 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
167,ChIJBdfuTX6HoDERkriJB_KEwZw,Dịch Vụ nấu ăn PHONG NHÂN,Nhà hàng,Nhà hàng,+84 949 775 775,"Dịch Vụ nấu ăn PHONG NHÂN, 20 Đường Nguyễn Hữu Cầu, Cồn Khương, Ninh Kiều, Cần Thơ, Việt Nam","Cồn Khương, Ninh Kiều",20 Đường Nguyễn Hữu Cầu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
169,ChIJ10PEgiOIoDER-KhtpdRisj0,Quán Bánh bèo chung cư (since 1976),Quán ăn nhỏ,Quán ăn nhỏ,+84 788 861 000,"Quán Bánh bèo chung cư (since 1976), 30 Đ. Trương Định, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều",30 Đ. Trương Định,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
173,ChIJB8XoE6Z9oDERdn3UEgcIqGQ,Quán Ẩm Thực Bốn Mùa,Nhà hàng gia đình,Nhà hàng gia đình,+84 924 993 686,"Quán Ẩm Thực Bốn Mùa, 77 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",77 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
175,ChIJ40upIkiJoDER96NVNpxRPHs,Quán Ăn Miền Tây NGỌC ANH,Nhà hàng chuyên phục vụ bữa sáng,Nhà hàng chuyên phục vụ bữa sáng,+84 366 435 131,"Quán Ăn Miền Tây NGỌC ANH, 42/3 Võ Tánh, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",42/3 Võ Tánh,Cần Thơ,,"Cái Răng, Cần Thơ",VN
179,ChIJe3KQYeuJoDERDd0o4byOgpo,Thư Quán DNC,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 3798 668,"Thư Quán DNC, 168 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",168 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
181,ChIJuyy7VrBjoDERxKMI0-ZnAA0,Quán Gà Đồng Quê,Quán ăn nhỏ,Quán ăn nhỏ,+84 963 977 753,"Quán Gà Đồng Quê, 3 Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",3 Sông Hậu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
182,ChIJO6SWQumJoDERIhfce7Y4UgI,Quán Nướng Lẩu KUMAN,Quán ăn nhỏ,Quán ăn nhỏ,+84 706 886 099,"Quán Nướng Lẩu KUMAN, 91 Đ. Nguyễn Đệ, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",91 Đ. Nguyễn Đệ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
183,ChIJGbMHHsiJoDER1JF1LGIdixQ,Ăn Vặt 233,Quán ăn nhẹ,Quán ăn nhẹ,+84 902 530 545,"Ăn Vặt 233, 233/46/25, Cần Thơ, 90000, Việt Nam","An Hoà, Cần Thơ",233/46/25,Cần Thơ,90000.0,Cần Thơ,VN
185,ChIJ1c8358yJoDER9HzDeY7VY-Q,Quán Chè Ngon,Quán ăn nhỏ,Quán ăn nhỏ,+84 971 586 793,"Quán Chè Ngon, 40 Đường B5, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",40 Đường B5,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
186,ChIJoXfQXy-HoDER9fFqv85O-X8,Quán ăn Viễn Lạc 2,Nhà hàng chuyên phục vụ bữa sáng,Nhà hàng chuyên phục vụ bữa sáng,+84 941 663 894,"Quán ăn Viễn Lạc 2, 133 Đ. Cách Mạng Tháng 8, An Thới, Bình Thủy, Cần Thơ, Việt Nam","An Thới, Bình Thủy",133 Đ. Cách Mạng Tháng 8,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
188,ChIJc9gkzjhjoDERsiJqF2Wq7U0,Nhà hàng Hương Vị Nam Bộ,Nhà hàng,Nhà hàng,+84 343 727 680,"Nhà hàng Hương Vị Nam Bộ, 2 Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",2 Sông Hậu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
189,ChIJ4dXaizaIoDERzE9WYxjfA4w,Nướng Tự Chọn Hẻm 132,Quán ăn nhỏ,Quán ăn nhỏ,+84 336 153 393,"Nướng Tự Chọn Hẻm 132, 132/27 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",132/27 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
190,ChIJz9osHDWIoDER_Gxf7N8bgEw,Quán Tư Cò nhậu bình dân,Quán ăn nhỏ,Quán ăn nhỏ,+84 907 677 749,"Quán Tư Cò nhậu bình dân, 656 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",656 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
192,ChIJfbsGfWSJoDERFsWLQtjFyXY,Mỹ Anh Food&Drink,Nhà hàng,Nhà hàng,+84 909 213 151,"Mỹ Anh Food&Drink, 122/7 Đ. 3 Tháng 2, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",122/7 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
193,ChIJYegHLhR9oDERDkLDELj3DO4,Quán Cơm Ba Tòn,Quán ăn nhỏ,Quán ăn nhỏ,+84 888 863 119,"Quán Cơm Ba Tòn, Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",Sông Hậu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
194,ChIJyxQGrUyHoDER_o3ULG-alBo,Quán Ăn Gia Đình Chiến,Nhà hàng gia đình,Nhà hàng gia đình,+84 706 667 999,"Quán Ăn Gia Đình Chiến, 59 Võ Văn Kiệt, Bình Thuỷ, Bình Thủy, Cần Thơ, Việt Nam","Bình Thuỷ, Bình Thủy",59 Võ Văn Kiệt,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
196,ChIJpwaaaCGIoDERocle-QppeAA,Quán ăn Ti Ni,Quán ăn nhỏ,Quán ăn nhỏ,+84 358 999 037,"2QHG+HQR Quán ăn Ti Ni, Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều","2QHG+HQR, Đ. Mạc Thiên Tích",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
200,ChIJ-y3kqZyJoDER-Sltqj12_qg,Cơm tấm đêm Phong,Quán ăn nhỏ,Quán ăn nhỏ,+84 707 472 252,"Cơm tấm đêm Phong, 28 Hùng Vương, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều",28 Hùng Vương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
202,ChIJx-koloeJoDERG9x0J6a7SpQ,Quán Hủ Tiếu Mực Phúc - Bún Thái Chi Nhánh 3,Quán ăn nhỏ,Quán ăn nhỏ,+84 907 952 688,"Quán Hủ Tiếu Mực Phúc - Bún Thái Chi Nhánh 3, 39 Võ Văn Kiệt, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",39 Võ Văn Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
204,ChIJgXQ4rVyJoDERqfrNVfaGEbc,Quán Nhậu Vợ Thằng Bạn,Nhà hàng gia đình,Nhà hàng gia đình,+84 839 879 222,"Quán Nhậu Vợ Thằng Bạn, 127 Võ Văn Kiệt, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",127 Võ Văn Kiệt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
205,ChIJk_I0HO2JoDERd7WKbWRltp4,Ăn Uống CUỐN,Quán ăn nhẹ,Quán ăn nhẹ,+84 939 325 628,"Ăn Uống CUỐN, 691 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",691 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
206,ChIJ8Yc5MLWJoDERQpvrdUYMyGk,Quán Ốc Metro,Quán ăn nhỏ,Quán ăn nhỏ,+84 909 596 234,"Quán Ốc Metro, 37 Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",37 Ngô Sĩ Liên,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
209,ChIJN7rZ9HiHoDERuxK06sD5NmY,Quán ăn đặc sản CÁ LÓC TÂY ĐÔ,Nhà hàng,Nhà hàng,+84 785 555 858,"Quán ăn đặc sản CÁ LÓC TÂY ĐÔ, 91 Đ. Cách Mạng Tháng 8, An Thới, Bình Thủy, Cần Thơ 90000, Việt Nam","An Thới, Bình Thủy",91 Đ. Cách Mạng Tháng 8,Cần Thơ,90000.0,"Bình Thủy, Cần Thơ",VN
210,ChIJQ-3hQ6aJoDER4x0fBexhyCU,Quán Ăn Là Ghiền Online,Nhà hàng châu Á,Nhà hàng châu Á,+84 901 243 407,"Quán Ăn Là Ghiền Online, 333/22 Võ Văn Kiệt, Long Hoà, Bình Thủy, Cần Thơ, Việt Nam","Long Hoà, Bình Thủy",333/22 Võ Văn Kiệt,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
212,ChIJk7fchT9joDERQp5O4gQog9s,Cơm bò tự nướng,Quán ăn nhỏ,Quán ăn nhỏ,,"Cơm bò tự nướng, Đ. Hồ Tùng Mậu, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",Đ. Hồ Tùng Mậu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
213,ChIJBePqZoaJoDERZlre_x7bYD4,Cơm mẹ nấu Phan Đăng Lưu,Quán ăn nhỏ,Quán ăn nhỏ,+84 939 664 790,"Cơm mẹ nấu Phan Đăng Lưu, 67/12 Đ. Phan Đăng Lưu, Thới Bình, Ninh Kiều, Cần Thơ, Việt Nam","Thới Bình, Ninh Kiều",67/12 Đ. Phan Đăng Lưu,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
214,ChIJ0yFrV_mJoDERL3QgNUTdQUQ,ĂN VẶT CUỐN FOODS & DRINKS,Quán ăn nhẹ,Quán ăn nhẹ,+84 939 325 628,"ĂN VẶT CUỐN FOODS & DRINKS, Tp, 691 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","Tp, 691 Đ. 30 Tháng 4",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
215,ChIJD4Fg0KyHoDERB_a2HMCH1L4,Chuỗi Buffet Lẩu và Nướng Cô 3 Còi_ Cần Thơ,Nhà hàng,Nhà hàng,+84 903 922 311,"Chuỗi Buffet Lẩu và Nướng Cô 3 Còi_ Cần Thơ, 44-46 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",44-46 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
218,ChIJE8fV0TGIoDERWKHNyD_bYFs,Nhà hàng Sáu Đời 5,Nhà hàng,Nhà hàng,+84 292 2224 868,"Nhà hàng Sáu Đời 5, 1 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",1 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
219,ChIJGYzMCTSIoDERTQmHxdcmYhQ,Nhà hàng hải sản Biển Đông 2,Nhà hàng hải sản,Nhà hàng hải sản,+84 939 904 333,"Nhà hàng hải sản Biển Đông 2, 168 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",168 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
220,ChIJ8TI0Yp9ioDERveFaxexPYSk,Quán Cơm 16,Nhà hàng Việt Nam,Nhà hàng Việt Nam,+84 292 3827 326,"Quán Cơm 16, 52 Nguyễn Thái Học, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",52 Nguyễn Thái Học,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
227,ChIJw2tevDeIoDER_gErIfxfK7s,Quán Hủ Tiếu Mực Phúc - Bún Thái,Nhà hàng,Nhà hàng,+84 939 340 688,"Quán Hủ Tiếu Mực Phúc - Bún Thái, Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",Ngô Sĩ Liên,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
229,ChIJYamsKx2IoDERY8MvE7qDH0U,Quán Cơm Chay Cường,Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,+84 292 2246 313,"Quán Cơm Chay Cường, 9 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",9 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
236,ChIJQ-PizB-IoDERToZqOtoQe1I,Quán Ăn Chay Bách Thảo,Nhà hàng món chay,Nhà hàng món chay,+84 918 174 071,"Quán Ăn Chay Bách Thảo, 86a Đ. Đề Thám, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều",86a Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
243,ChIJFXIhpjGIoDERvYd1FTXNdII,Quán Cơm Chay Thiện Duyên,Nhà hàng cho người ăn chay,Nhà hàng cho người ăn chay,,"Quán Cơm Chay Thiện Duyên, 262 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",262 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
247,ChIJf87yUAeIoDERuqMrLAnDs3k,Bamboo Buffet,Nhà hàng,Nhà hàng,+84 902 255 116,"Bamboo Buffet, Cầu Cồn Khương, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",Cầu Cồn Khương,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
248,ChIJRbMUoMGJoDERG_3HKczoGi4,Nhà Hàng Alô Dzô 100,Nhà hàng,Nhà hàng,+84 776 202 222,"Nhà Hàng Alô Dzô 100, 55B1B, Đ. Hồ Bún Xáng, Phường An Khánh, Ninh Kiều, Cần Thơ 94117, Việt Nam","Phường An Khánh, Ninh Kiều","55B1B, Đ. Hồ Bún Xáng",Cần Thơ,94117.0,"Ninh Kiều, Cần Thơ",VN
249,ChIJFxTQ1qBioDERo9CC7UwqyJ4,Bún bò Huế Vĩ Dạ,Nhà hàng,Nhà hàng,+84 292 3822 959,"Bún bò Huế Vĩ Dạ, 23 Xô Viết Nghệ Tĩnh, An Cư, Ninh Kiều, Cần Thơ, Việt Nam","An Cư, Ninh Kiều",23 Xô Viết Nghệ Tĩnh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
253,ChIJhbpzXiWIoDEROlnlu1WPlNI,Quán ăn Gia Đình Đẹp Đời,Nhà hàng,Nhà hàng,+84 292 3739 066,"Quán ăn Gia Đình Đẹp Đời, 2 Đ. 30 Tháng 4, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",2 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
262,ChIJialO7DCIoDERLQ-ooUqWrOU,Chả cá em Quán Lữ Gia,Nhà hàng,Nhà hàng,+84 903 760 777,"2QVP+3G3 Chả cá em Quán Lữ Gia, Bờ kè, Lý Hồng Thanh, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều","2QVP+3G3, Bờ kè, Lý Hồng Thanh",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
269,ChIJAzMxP4-JoDERt5nNTrElpoU,Quán Hồi Đó,Nhà hàng gia đình,Nhà hàng gia đình,+84 967 297 070,"Quán Hồi Đó, 54 Đ. Trần Bình Trọng, An Phú, Ninh Kiều, Cần Thơ, Việt Nam","An Phú, Ninh Kiều",54 Đ. Trần Bình Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
271,ChIJEfBxtqFioDERmIjAvkfeDd0,Bún Đậu Mắm Tôm 3 Hiền - Ngô Văn Sở Cần Thơ,Quán ăn nhỏ,"Quán ăn nhỏ, Nhà hàng Việt Nam",+84 292 3822 855,"Bún Đậu Mắm Tôm 3 Hiền - Ngô Văn Sở Cần Thơ, 25 Đ. Ngô Văn Sở, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",25 Đ. Ngô Văn Sở,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
272,ChIJY861ya5ioDERG2EODGG2vrU,Bánh Xèo Ngọc Ngân,Nhà hàng bánh kếp,Nhà hàng bánh kếp,+84 292 3811 613,"Bánh Xèo Ngọc Ngân, 74 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",74 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
273,ChIJtWEdDHuJoDERil5w9qUsmus,Gia Hảo the dimsum,Quán ăn nhỏ,Quán ăn nhỏ,+84 901 010 977,"Gia Hảo the dimsum, 95 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ 900000, Việt Nam","Xuân Khánh, Ninh Kiều",95 Đ. Trần Văn Hoài,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
281,ChIJOQUS6Z5ioDER9qnE30hDXJI,Quán Cơm Tấm Bà Tư Cần Thơ,Nhà hàng,Nhà hàng,+84 292 3827 357,"Quán Cơm Tấm Bà Tư Cần Thơ, 154/1 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",154/1 Phan Đình Phùng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
282,ChIJZUcanbmJoDERIpOAR6PAB1w,Hẹn Hò Quán,Nhà hàng,Nhà hàng,,"Hẹn Hò Quán, 220 Trần Hưng Đạo, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",220 Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
283,ChIJDc5buTeIoDEREMmha0Mkqvw,PHƯƠNG TÂM - BÚN THÁI 68 CN1,Quán ăn nhỏ,Quán ăn nhỏ,+84 917 133 336,"PHƯƠNG TÂM - BÚN THÁI 68 CN1, 3 Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",3 Ngô Sĩ Liên,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
284,ChIJkWOQMBKIoDERCyYcX2iE-hA,Quán Xưa,Nhà hàng,Nhà hàng,+84 986 239 137,"Quán Xưa, 137 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",137 Đ. Nguyễn Văn Cừ,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
286,ChIJx2PlW5JjoDER_pJer7QSbnE,NHÀ HÀNG SÔNG HẬU,Nhà hàng,Nhà hàng,+84 939 217 939,"NHÀ HÀNG SÔNG HẬU, 27-29 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",27-29 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
289,ChIJkdVTKkZjoDERUeLKCmrpqf4,Sủi cảo A Chảy,Quán ăn nhỏ,Quán ăn nhỏ,,"Sủi cảo A Chảy, 38 Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",38 Đường Nguyễn An Ninh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
291,ChIJMy4-oTCIoDERRgmqejeifbM,Quán Ăn 225-Lẩu baba,Nhà hàng,Nhà hàng,+84 292 3838 621,"Quán Ăn 225-Lẩu baba, 225B Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",225B Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
300,ChIJ9UTS6SSIoDEREm0GKO32OgY,Quán Đệ nhất dê,Nhà hàng,Nhà hàng,+84 933 352 627,"Quán Đệ nhất dê, 2 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",2 Đ. Trần Văn Hoài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
301,ChIJCdIJ50iIoDERs2UY2afbCIM,Hội Quán 91B,Nhà hàng,Nhà hàng,+84 292 3688 899,"2QC3+CQ6 Hội Quán 91B, Khu dân cư 91B, Ninh Kiều, Cần Thơ, Việt Nam","Khu dân cư 91B, Ninh Kiều",2QC3+CQ6,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
302,ChIJJ9tauVqIoDERt_jbi_xejUg,Quán ăn Gia Đình Đồng Quê,Nhà hàng,Nhà hàng,+84 706 762 429,"Quán ăn Gia Đình Đồng Quê, 82 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",82 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
307,ChIJG0sbZx-IoDERl7PPXHMKm3Y,Quán Vịt Nấu Chao Cẩm Tú,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 3733 013,"Quán Vịt Nấu Chao Cẩm Tú, 1 Đ. Lý Tự Trọng, An Phú, Ninh Kiều, Cần Thơ, Việt Nam","An Phú, Ninh Kiều",1 Đ. Lý Tự Trọng,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
310,ChIJL_nc8J9ioDERxaheTZubwY0,Cơm Gà Hùng Ký - Đại lộ Hoà Bình Cần Thơ,Nhà hàng,Nhà hàng,+84 292 3823 059,"Cơm Gà Hùng Ký - Đại lộ Hoà Bình Cần Thơ, 17A Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",17A Đại lộ Hoà Bình,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
311,ChIJTVGiv-CJoDERb3M6Jk0Ova4,Lẩu mắm Dạ lý,Nhà hàng gia đình,Nhà hàng gia đình,+84 917 766 671,"2Q86+347 Lẩu mắm Dạ lý, Hẻm 83 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","2Q86+347, Hẻm 83 Đ. 3 Tháng 2",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
312,ChIJBd31AYFjoDERM1eQvspHg-8,Nhà Hàng Happy Crab Hải Sản Xô,Nhà hàng hải sản,"Nhà hàng hải sản, Nhà hàng Việt Nam",+84 292 2222 027,"Nhà Hàng Happy Crab Hải Sản Xô, 10-12 Đ. Nguyễn Hiền, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",10-12 Đ. Nguyễn Hiền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
313,ChIJlR7E0iOIoDERwDgKabWjhdA,Cơm Tấm Cây Khế,Nhà hàng,Nhà hàng,+84 913 214 533,"Cơm Tấm Cây Khế, 65 Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Xuân Khánh, Ninh Kiều",65 Đ. Mậu Thân,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
314,ChIJG9K52AOJoDERpJh3cbpP0dE,Thế Giới Lẩu,Nhà hàng,Nhà hàng,+84 949 296 163,"Thế Giới Lẩu, 151/4 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",151/4 Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
315,ChIJVTTpFqBioDERrSWm9p29_ws,Tiệm Mì Tân Phát,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 3822 441,"Tiệm Mì Tân Phát, 22 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Tân An, Ninh Kiều",22 Đ. Đề Thám,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
317,ChIJD623-6tioDERtkcFqxnuRzE,Hải Sản Biển Đông,Nhà hàng hải sản,Nhà hàng hải sản,+84 939 940 333,"Hải Sản Biển Đông, 30 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ, Việt Nam","Cái Khế, Ninh Kiều",30 Lê Lợi,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
320,ChIJDeOBkrCJoDERQLWzwTAsTSQ,Cơm Thu Vân,Quán ăn nhỏ,Quán ăn nhỏ,,"2Q32+46C Cơm Thu Vân, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",2Q32+46C,Cần Thơ,,"Cái Răng, Cần Thơ",VN
322,ChIJv37Wt7uJoDERVaNgZQH64gM,Cơm Gà Lê Trang - Nguyễn Văn Linh,Nhà hàng bán đồ ăn mang về,Nhà hàng bán đồ ăn mang về,+84 944 015 012,"Cơm Gà Lê Trang - Nguyễn Văn Linh, 406 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",406 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
323,ChIJt6eTN8SJoDERrgqzAAvDu0U,Nhà hàng bò tơ năm sánh,Nhà hàng gia đình,Nhà hàng gia đình,,"2QW6+R5J Nhà hàng bò tơ năm sánh, An Hoà, Ninh Kiều, Cần Thơ, Việt Nam","An Hoà, Ninh Kiều",2QW6+R5J,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
325,ChIJIcd3BBaJoDER1MwL32zdFEw,DÊ CHỈ 1102 CHI NHÁNH 2,Nhà hàng gia đình,Nhà hàng gia đình,+84 988 336 959,"DÊ CHỈ 1102 CHI NHÁNH 2, 39A Đ. Trần Hoàng Na, Khu dân cư 91B, Ninh Kiều, Cần Thơ, Việt Nam","Khu dân cư 91B, Ninh Kiều",39A Đ. Trần Hoàng Na,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
