,place_id,name,main_category,phone,address,lat,lng,House_number,Street,Ward,District,City,progress
297,ChIJY6sP2OBjoDER72dPs_gLShE,Cà Phê Tình Lai,Quán cà phê,,"Cà Phê Tình Lai, 24 Đ. Tân Trào, Tân An, Ninh Kiều, Cần Thơ",10.03934,105.75424,39,Đường Tô Hiến Thành,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
298,ChIJ2SjHI65joDERnqDMVplwEpw,Cà phê tình nhân Bi Coffee 2,Quán cà phê,0292 2468 879,"Cà phê tình nhân Bi Coffee 2, 30-32 Đ. Phạm Ngọc Thạch, P, Ninh Kiều, Cần Thơ",,,,,,,,True
302,ChIJ7-U23NxjoDERBFhvVBHj5dw,Cả Nhà Mình Coffee,Quán cà phê,0913 973 360,"Cả Nhà Mình Coffee, 48 Xô Viết Nghệ Tĩnh, An Hội, Ninh Kiều, Cần Thơ",10.02122,105.7423,10/261,Đường Nguyễn Văn Cừ,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
304,ChIJdYcpvbyJoDER4Iuq7O7kh9E,Chất Cà Phê,Quán cà phê,0939 828 929,"Chất Cà Phê, 381 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ",10.00849,105.74982,,Cầu Cái Răng,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
305,ChIJ-_L7OwNjoDERHlmIeHw1IWc,E-Coffee Trung Nguyên Phan Đình Phùng,Quán cà phê,,"E-Coffee Trung Nguyên Phan Đình Phùng, 12 Phan Đình Phùng, Tân An, Ninh Kiều, Cần Thơ",10.0082,105.74878,,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
306,ChIJi1pA1IOJoDERts7F7MyS3rM,Võ Café,Quán cà phê,0907 192 730,"Võ Café, 96 Tổ 3, khu vực 12, Ninh Kiều, Cần Thơ 94117",10.01972,105.77284,,,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
324,ChIJrVNRBKQpdTERcBT53j5pXHk,Kaizen Coffee,Nhà bán buôn cà phê,0815 111 888,"Kaizen Coffee, TP, Nhà L9, đường số 12, KDC Jamona Home Resort, Hiệp Bình Phước, Thủ Đức, Thành phố Hồ Chí Minh 71300",10.04369,105.7648,111,Đường Võ Văn Kiệt,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
330,ChIJz457NjWIoDERgtQrSK-RFNM,Tim Coffee,Quán cà phê,,"Tim Coffee, 29/3 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ",10.04447,105.75276,2,Đường Số 7,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
331,ChIJ2edBXEWJoDER2JP7qJ_9CnU,Quynh Anh Coffee,Nhà sản xuất thực phẩm,0773 595 554,"Quynh Anh Coffee, 3 Đ. Trần Vĩnh Kiết, An Bình, Ninh Kiều, Cần Thơ 92000",10.04172,105.76317,138,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
332,ChIJV4lwhMeJoDERlokURbPiXf8,1995s Coffee & Tea,Quán cà phê,0706 799 379,"1995s Coffee & Tea, 251/32A Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ",10.04767,105.76924,413,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
344,ChIJGVQ5ulCJoDERKQmLHT4xlWA,HOMELY MILK-TEA TAKEAWAY,Quán cà phê,0814 748 978,"HOMELY MILK-TEA TAKEAWAY, 388Z6A, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ",10.02954,105.77909,,Hẻm 108 Đường 30 Tháng 4,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True
354,ChIJCStwutOJoDERcx0fD3JCxk0,Cà Phê Đồ Nghề Phước Duy,Quán cà phê,0946 377 778,"Cà Phê Đồ Nghề Phước Duy, 159 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ",10.0175,105.74329,313,Đường Hoàng Quốc Việt,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
356,ChIJJ7NkhWqJoDERXIcM5VRte10,Cà Phê Xe Lam,Quán cà phê,0971 842 135,"Cà Phê Xe Lam, 31 Hùng Vương, An Hội, Ninh Kiều, Cần Thơ",9.99698,105.72165,,Đường Lộ Vòng Cung,Xã Mỹ Khánh,Huyện Phong Điền,Cần Thơ,True
357,ChIJXedSC3GJoDERCJ9MsUx8DpI,Cà phê Vợt mang đi,Quán cà phê,0949 127 890,"Cà phê Vợt mang đi, 62 Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ",21.01897,105.84156,36,Phố Nguyễn Thượng Hiền,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội,True
358,ChIJ4RCpJPRjoDER3D0ReG2dKOk,Cà phê Tarot,Quán cà phê,0899 666 788,"Cà phê Tarot, 44 Đ. Nguyễn Khuyến, Tân An, Ninh Kiều, Cần Thơ 900000",10.03538,105.7862,2,Đường Hòa Bình,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
359,ChIJJY9PuSSIoDER7MHl4OKk4QY,Quán Cà Phê Pha Lê,Quán cà phê,0292 3738 399,"2QGC+JHV Quán Cà Phê Pha Lê, Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ",10.01127,105.75203,,Đường 3 Tháng 2,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
365,ChIJ33JDPhOJoDERJ2SmP9lHdS0,Cafe cá KOI,Quán cà phê,0939 961 728,"Cafe cá KOI, 163e Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ",10.03212,105.78464,44A,Đường Nam Kỳ Khởi Nghĩa,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
366,ChIJs5zJYDqIoDERoQ-O7t6vrQY,Quán Cà Phê Lê Bình,Quán cà phê,0989 900 077,"2QF8+FRV Quán Cà Phê Lê Bình, Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ",10.01385,105.76718,216,Hẻm 216 Tầm Vu,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
370,ChIJL9Ud_iyJoDERmk-3n21rAVs,Cafe Ngọc Yến 3,Quán cà phê,,"2QF8+PR2 Cafe Ngọc Yến 3, Hưng Lợi, Ninh Kiều, Cần Thơ",10.03257,105.7749,156,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
371,ChIJSwzxdMOJoDERFD3n1eV2LDY,Cafe PHỐ 24H,Quán cà phê,0989 900 077,"Cafe PHỐ 24H, 124 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ",10.05269,105.77568,36,Hẻm 152 Đường Đoàn Thị Điểm,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
372,ChIJY8V7QDmtNTERNruZUVj4uU0,Sam Rooftop Coffee,Quán cà phê,0987 870 931,"Sam Rooftop Coffee, 58 Ng. 298 Tây Sơn, Ngã Tư Sở, Đống Đa, Hà Nội",10.0438,105.7906,39,Đường Lê Lợi,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
373,ChIJn7RJk7yJoDEReCOEcgUe7hs,NHÀ DÁT VÀNG CẦN THƠ,Quán cà phê,0913 824 742,"NHÀ DÁT VÀNG CẦN THƠ, Số18 Đường số 6, Kdc Thới Nhựt 2, Ninh Kiều, Cần Thơ",10.04422,105.78169,2A,Đường Trần Quang Khải,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
374,ChIJV_FD4EOIoDERUsytZhQWddg,CAFE NGỌC YẾN 6,Quán cà phê,0939 064 848,"CAFE NGỌC YẾN 6, 306N Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ",10.03223,105.78218,2,Đường Lý Tự Trọng,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
375,ChIJiTr5bzSIoDER_7DJCUzeyDg,Aurora Cafe,Quán cà phê,,"Aurora Cafe, 169B Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ",10.04011,105.77767,157,Đường Hoàng Văn Thụ,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
378,ChIJfZ7K6zqIoDERr_IzgMQbv7A,Hoa Đô Coffee,Quán cà phê,0939 659 059,"Hoa Đô Coffee, 164/7A Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ",10.03855,105.76488,132D3,Hẻm 132 Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
388,ChIJp7ErsKdioDERvXNzqlN12qE,Quán Cà Phê Đoàn 30,Quán cà phê,0292 3832 574,"Quán Cà Phê Đoàn 30, 80 Nguyễn Trãi, An Hội, Ninh Kiều, Cần Thơ",10.00557,105.74951,,Đường Lý Thường Kiệt,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
398,ChIJ5VqtGaBioDER3NQLlbGoQyA,Quán Cà Phê Phương Mai,Quán cà phê,0949 111 223,"Quán Cà Phê Phương Mai, 42-44 Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",10.01344,105.76133,,Đường 30/4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
401,ChIJfeQb2f2HoDERkEFhMLeNv28,Cafe An Gia,Quán cà phê,0925 631 506,"Cafe An Gia, 8 Trần Văn Giàu, Cái Khế, Ninh Kiều, Cần Thơ",10.0341,105.78216,2,Hẻm 59 Đề Thám,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
404,ChIJkfSqn1qIoDER80ttQS5RxqQ,Cafe Nhà Gỗ,Quán cà phê,0902 097 245,"Cafe Nhà Gỗ, 231 Nguyễn Văn Cừ Nối Dài, An Bình, Tp, Cần Thơ",10.03802,105.75985,184,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
405,ChIJeWIJ2keIoDERN8HETfZTh24,Cafe Hoa Hồng,Quán cà phê,0917 130 999,"2QF4+9HF Cafe Hoa Hồng, Phường An Khánh, Ninh Kiều, Cần Thơ",10.02599,105.77537,258,Đường 30 Tháng 4,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
406,ChIJLYBYwDqIoDERuElQZO_4-vg,Cà Phê Hoàng Hôn,Quán cà phê,0292 3840 123,"Cà Phê Hoàng Hôn, 162 Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ 900000",10.03239,105.77953,86,Đường Lê Lai,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True
407,ChIJR8zsxkOIoDERlxCWlfCzV3o,Cafe Hoa Nắng,Quán cà phê,0292 3769 103,"Cafe Hoa Nắng, 299 C Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ",10.02565,105.77915,213D,Đường Nguyễn Thị Minh Khai,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
409,ChIJDS8toZSrNTERNJ026MyznXs,Cà phê Hai Bốn,Quán cà phê,0912 170 210,"Cà phê Hai Bốn, 43 Nguyễn Du Hà Nội, Hanoi City, 110115",,,,,,,,True
411,ChIJid_tjESIoDER6a6pRgDP7V8,Cà Phê 338,Quán cà phê,,"Cà Phê 338, 28 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ",10.04498,105.78223,41,Đường Trần Quang Khải,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
417,ChIJ78GcTDJjoDERsnbGDpEmGgs,Yên Garden Coffee & Tea,Quán cà phê,0939 141 177,"Yên Garden Coffee & Tea, 70-72 Lê Lợi, Cái Khế, Ninh Kiều, Cần Thơ 94000",10.03327,105.76171,385II/14B,Đường Trần Nam Phú,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
435,ChIJlUQs3zWIoDERyp7XgqYVr7M,Café 112,Quán cà phê,,"Café 112, 112 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ",9.99694,105.66559,,,,Huyện Phong Điền,Cần Thơ,True
436,ChIJr0vURCKIoDERu3qIlb7SyOw,Quán Café Thi Thơ,Quán cà phê,0292 3739 869,"Quán Café Thi Thơ, 226, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, An Phú, Ninh Kiều, Cần Thơ",9.99497,105.73795,431,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
437,ChIJj24YLp6JoDERgGWtK5eMzYk,King Koi Coffee,Quán cà phê,0929 828 384,"King Koi Coffee, 41 Đ. Mậu Thân, An Hoà, Ninh Kiều, Cần Thơ",10.04006,105.77743,3,Quốc Lộ 1A,Phường An Nghiệp,Quận Ninh Kiều,Cần Thơ,True
438,ChIJH1gePhaJoDERxELx-DJEXsI,Cafe 369,Quán cà phê,,"Cafe 369, 152 Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ",10.02113,105.76919,,Đường Lê Bình,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
439,ChIJyT7XhqqrNTERbz0ellLo1f4,Hầm Trú Ẩn Cafe,Quán cà phê,0378 802 382,"Hầm Trú Ẩn Cafe, 78 Ng. Trung Tiền, Khâm Thiên, Đống Đa, Hà Nội",10.02338,105.75658,85,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
441,ChIJYxLXLc-JoDEREtxz9U9XZ4c,Hoàng Phát Pro 1,Quán cà phê,,"Hoàng Phát Pro 1, 108 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",10.03432,105.74766,91B,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
442,ChIJX5VetDGIoDERCG8HLsda1Xo,Quán Cà Phê Cây Khế,Quán cà phê,0292 3839 336,"2Q99+PFG Quán Cà Phê Cây Khế, Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ",10.03008,105.78661,97,Đường Phan Đình Phùng,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
446,ChIJpWu3KaBioDERhoYKUtijfrE,Time Cafe,Quán cà phê,,"Time Cafe, 89a Võ Văn Tần, Tân An, Ninh Kiều, Cần Thơ",10.02796,105.77032,,Đường 3 Tháng 2,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
450,ChIJIzeO0kGIoDERSeaRa2HUWzY,Quán Cafe Sala,Quán cà phê,0292 3789 789,"2QM4+C39 Quán Cafe Sala, Đường Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Quận Ninh Kiều, Phường An Khánh, Ninh Kiều, Cần Thơ",10.03656,105.78617,5,Đường Ngô Hữu Hạnh,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
451,ChIJ4XY5zwmJoDERyJM9q23mhpc,WIMI Specialty Coffee and Tea,Quán cà phê,0865 084 744,"WIMI Specialty Coffee and Tea, 25G Đ. Mậu Thân, Xuân Khánh, Ninh Kiều, Cần Thơ",10.03219,105.785,27,Đường Đồng Khởi,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
452,ChIJCSPlLl5joDERaCi3yhpLWG0,Cafe Six Garden,Quán cà phê,,"Cafe Six Garden, 6 Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ",10.05421,105.75992,,Đường Đồng Văn Cống,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
453,ChIJ_wm6t0CHoDERGUYvvZPi-Rc,NAM Coffee,Quán cà phê,,"3Q4G+9WC NAM Coffee, Phạm Công Trứ, Cái Khế, Ninh Kiều, Cần Thơ",10.04606,105.76754,256/1A,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
455,ChIJ9bfG6XqJoDERA4zpB_UHJP8,Xóm Cà Phê,Quán cà phê,0292 3818 283,"Xóm Cà Phê, 290 Đường 3-2, An Bình, Ninh Kiều, Cần Thơ",10.0298,105.78038,45,Đường 30 Tháng 4,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True
458,ChIJvTSQdaBioDERxSgHheoEAGU,Cà Phê Cát Tường 1,Quán cà phê,,"Cà Phê Cát Tường 1, 39 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ",10.02725,105.77001,145,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
460,ChIJc_aRgw-JoDER_Z_xaAatr4c,Cà phê & Ăn sáng Tiếng Xưa,Quán cà phê,,"Cà phê & Ăn sáng Tiếng Xưa, 68 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ",10.02358,105.76724,10,Đường Lê Bình,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
461,ChIJ45cM6j6JoDER8QkD9a_4YMM,Thi Thơ - Coffee and Tea,Quán cà phê,0292 3899 988,"Thi Thơ - Coffee and Tea, 77-79 Võ Văn Kiệt, An Hoà, Ninh Kiều, Cần Thơ",10.04009,105.78554,26,Đường Nguyễn Trãi,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
463,ChIJEYYihxCJoDERzpkGVOVQVpY,MAY COFFEE,Quán cà phê,0292 3939 000,"MAY COFFEE, 03 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",10.02447,105.75074,71B,Đường Trần Hoàng Na,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
464,ChIJz2vXItaJoDER5qOCI8WD4Ew,4Cs Cafe,Quán cà phê,0292 3868 000,"4Cs Cafe, 80 Đ. Mậu Thân, An Nghiệp, Ninh Kiều, Cần Thơ",10.01176,105.76184,,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
468,ChIJ02nyRZGJoDERH7Zx1_Uqfds,Cafe F,Quán cà phê,0939 347 789,"Cafe F, mới, Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",10.04499,105.76641,426,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
489,ChIJKXVolsKJoDERNjAlUsgo99A,Bocora Coffee Garden,Quán cà phê,0896 616 268,"Bocora Coffee Garden, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ",10.02685,105.78605,119,Đường Hai Bà Trưng,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
490,ChIJK-JG490udTERJh71ols4j0Q,Cafe HD MAY 2,Rạp chiếu phim,0906 846 599,"Cafe HD MAY 2, 16 Hẻm 343 Sư Vạn Hạnh, Phường 12, Quận 10, Thành phố Hồ Chí Minh",10.04277,105.75702,37,Đường Số 12,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
496,ChIJ7bP-JSSIoDERP05Xr_wjdGM,G-Master Boardgames Coffee,Quán cà phê,0829 990 399,"G-Master Boardgames Coffee, 19/27 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ",10.03667,105.75813,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
497,ChIJ2TDLQquJoDERh4-4Wx8Yg3A,The 80’s coffee 24h,Quán cà phê,0369 002 733,"The 80’s coffee 24h, 307H Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ",10.04182,105.76354,1,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
498,ChIJZdC56MuJoDERvKcx7T_4suQ,PHÚC COFFEE,Quán cà phê,0947 703 456,"PHÚC COFFEE, 207 Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ 94000",10.0387,105.7602,163,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
499,ChIJY7DRVhqIoDER5pFAe4PY9XA,Quán Cà Phê 2.63,Quán cà phê,0292 3768 213,"Quán Cà Phê 2.63, 124 Đ. Lê Anh Xuân, An Nghiệp, Ninh Kiều, Cần Thơ",10.03355,105.7484,337,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
514,ChIJRff3EP6HoDERlQfjAd6jT0Q,Cà Phê Vườn Tơ Hồng,Quán cà phê,,"Cà Phê Vườn Tơ Hồng, 8 Nguyễn Văn Cừ nối dài, Phường An Khánh, Ninh Kiều, Cần Thơ",9.99518,105.73798,,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
516,ChIJWRFajTqIoDERaWxGvO5Diyk,Cà Phê Cố Đô,Quán cà phê,0913 312 259,"Cà Phê Cố Đô, 170 Đ. Quản Trọng Hoàng, Xuân Khánh, Ninh Kiều, Cần Thơ",10.01013,105.75073,1,Đường 3 Tháng 2,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
517,ChIJ920-41yJoDERWXGajR57rl4,LêLa Coffee & Tea,Quán cà phê,0949 756 754,"LêLa Coffee & Tea, 118 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",,,,,,,,True
518,ChIJzaUZo69joDERWa0oeoL7Lgg,Yên Coffee,Quán cà phê,0917 223 305,"Yên Coffee, 12R Hẻm 22 Đ. Mạc Đĩnh Chi, Tân An, Ninh Kiều, Cần Thơ",10.00849,105.74982,,Cầu Cái Răng,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
519,ChIJ8xhaq8yJoDERXCznfeWGeoA,Cà Phê Nhanh,Quán cà phê,0292 2477 998,"Cà Phê Nhanh, 41 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",9.99554,105.73972,,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
520,ChIJy1EwWymHoDERRW2ksUC7hqE,Coffee Trung Đông,Quán cà phê,0292 3832 852,"Coffee Trung Đông, 38 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ",9.99265,105.74875,169/1A,Quốc Lộ 1A,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
522,ChIJB0Uhy5iJoDERwZZT6UXWnpc,Cafe Koi- Sanh Lộc,Quán cà phê,0903 363 700,"Cafe Koi- Sanh Lộc, 287 Đường Số 4, An Bình, Ninh Kiều, Cần Thơ",10.01369,105.76297,,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
523,ChIJT-CJ-y-IoDERhwhRaNbXtA0,Kaffeine House,Quán cà phê,,"Kaffeine House, 320 Đ. Trần Ngọc Quế, Xuân Khánh, Ninh Kiều, Cần Thơ",10.01972,105.77284,,,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
545,ChIJP8Wj9nmJoDERfMeoOvSp5W4,Bee Art & Coffee 2,Quán cà phê,0913 303 780,"2QP8+HGM Bee Art & Coffee 2, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ",10.03325,105.78777,,Đường Tân Trào,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
547,ChIJUVYgkPCJoDERsJPk0ubc1KY,VOI Coffee,Quán cà phê,0946 144 244,"VOI Coffee, 250 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ 94000",10.06678,105.75604,36C,Hẻm 36 Nguyễn Thông,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
548,ChIJUZb5WPKJoDERnJdcu0aict4,Coffee 1985,Quán cà phê,0909 286 024,"Coffee 1985, 145 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ",10.05641,105.77264,55B,Hẻm 86 Cách Mạng Tháng 8,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
549,ChIJyWUGIV2JoDERdu1pVJHIOgY,REX COFFEE,Quán cà phê,0904 165 165,"REX COFFEE, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ",10.05874,105.76327,,Hẻm 39 Cách Mạng Tháng 8,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
551,ChIJL--wOMSJoDERMkfWTEl7chQ,The Fox Coffee Working Space,Quán cà phê,,"2QR7+C4H The Fox Coffee Working Space, 131 Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ",10.02106,105.7537,99,Đường B30,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
553,ChIJLYyaS5uJoDERuI8eL7k7d3c,Cà phê Cổ Ngoạn,Quán cà phê,0997 307 979,"Cà phê Cổ Ngoạn, Cà phê Cổ ngoạn, Long Tuyền, Bình Thủy, Cần Thơ",10.01364,105.77124,153,Đường Tầm Vu,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
554,ChIJS3Mn4th9oDERiyWynuWd0UA,Cà phê QUYÊN (Cồn Khương),Quán cà phê,,"3Q6M+HP7 Cà phê QUYÊN (Cồn Khương), Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ",10.0397,105.75347,43,Đường Số 14,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
556,ChIJUzADtwKrNTERswolJ9OLhJ8,Cà phê ven hồ,Quán cà phê,,"2R9V+QRM Cà phê ven hồ, Ngã tư, P. Trần Bình Trọng, P, Hoàn Kiếm, Hà Nội",10.03226,105.76214,50C/2,Đường Trần Nam Phú,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
558,ChIJtZkzIXiJoDERLYoquJNEcis,Thi Thơ Coffee,Quán cà phê,,"Thi Thơ Coffee, 20 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",10.03465,105.7794,38,Đường Lý Tự Trọng,Phường An Phú,Quận Ninh Kiều,Cần Thơ,True
559,ChIJe2FMbCeJoDER9Im_s0N76F8,Quán Cà Phê PHÙ SA,Quán cà phê,,"2QC4+V2G Quán Cà Phê PHÙ SA, Khu dân cư 91B, Ninh Kiều, Cần Thơ",10.06235,105.76322,340,Đường Cách Mạng Tháng 8,Phường Bùi Hữu Nghĩa,Quận Bình Thủy,Cần Thơ,True
565,ChIJLYNmES-JoDERt1rCQxe_lKY,Cafe 1985,Quán cà phê,0292 3892 626,"Cafe 1985, 138a Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ",10.01356,105.75807,49,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
566,ChIJSd-S-KBioDERPUdzD3Lmmlc,Cafe Mai Hoa,Quán cà phê,0908 888 777,"Cafe Mai Hoa, 71 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ",10.0226,105.7662,229,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
567,ChIJJzCZOzyJoDERy2uFsAGBpJg,Dạ lý,Quán cà phê,,"Dạ lý, 118 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ",,,,,,,,True
568,ChIJda_lzTSJoDERwjYvaTxnD30,Là Cafe,Quán cà phê,0977 666 647,"Là Cafe, 122/6 Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ",10.77031,106.6823,584,Đường Nguyễn Đình Chiểu,Phường 5,Quận 3,Hồ Chí Minh,True
569,ChIJHcCdGOqJoDERy7S9HK6sYLM,Tiệm cà phê Ông Quan,Quán cà phê,0937 296 565,"Tiệm cà phê Ông Quan, 78 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ",10.04177,105.72244,,Đường Bùi Hữu Nghĩa,,Quận Bình Thủy,Cần Thơ,True
