,place_id,name,main_category,phone,address
1545,ChIJpZ_BqK9ioDERn1yWbrvbC24,Quán Café Tân Tuyền,Quán cà phê,0292 3761 226,"Quán Café Tân Tuyền, 206/41/7, Đường Lê Lợi, Phường Cái Khế, Quận Ninh Kiều, Tp Cần Thơ, Cái Khế, Ninh Kiều, Cần Thơ"
1548,ChIJv3rixaRioDER4wAfOpnt1OQ,Cà phê sân vườn Hoa Sứ,Quán cà phê,,"Cà phê sân vườn Hoa Sứ, B1 Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ"
1551,ChIJ4Sj1aCCIoDERoWu4ldBD0cQ,Hai Dang Coffee Shop,Quán cà phê,0292 3810 058,"Hai Dang Coffee Shop, 6, 30/4 Street, Ninh Kieu District, Can Tho City, An Lạc, Ninh Kiều, Cần Thơ"
1601,ChIJsaIzkpeJoDERW_XMYJpi2bU,Cafe Hương,Quán cà phê,,"Cafe Hương, 2 Đ. Bùi Thị Xuân, An Hội, Ninh Kiều, Cần Thơ"
1602,ChIJyyt3HXyJoDERuc4wy_A_UjQ,Copha coffee,Quán cà phê,,"Copha coffee, 63 Đ. Phan Đăng Lưu, Thới Bình, Ninh Kiều, Cần Thơ 900000"
1603,ChIJLeUZoTKJoDERpmTpaDODsKs,Tiệm Cà phê Túi Ba Gang,Quán cà phê,,"Tiệm Cà phê Túi Ba Gang, 54/6/14, 54/6A Hùng Vương, Thới Bình, Ninh Kiều, Cần Thơ"
1611,ChIJhYs4wEOIoDERCvfGJq1VgKU,Cà Phê Hè Phố,Quán cà phê,0292 3601 234,"Cà Phê Hè Phố, 300 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1618,ChIJ8fFiCYeJoDEREsMx8sBpD0E,Cà Phê Ngày Đó,Quán cà phê,,"Cà Phê Ngày Đó, 189 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
1619,ChIJSeWgLmeJoDERgbJtuMQw0zo,Tiệm cà phê Cá Hồi,Quán cà phê,0907 890 013,"Tiệm cà phê Cá Hồi, Chung cư A4, Mậu Thân, Đ. Mậu Thân, cũ, Ninh Kiều, Cần Thơ"
1620,ChIJ8QTT6gOJoDERnEWH0D7VAC4,Cafe Bàn,Quán cà phê,,"Cafe Bàn, 13 Đ. Võ Trường Toản, An Hoà, Ninh Kiều, Cần Thơ"
1621,ChIJt7I-u0GJoDERkz9bE3gw2zk,Cafe Xưa,Quán cà phê,,"Cafe Xưa, 18 Đ. Võ Trường Toản, An Hoà, Ninh Kiều, Cần Thơ"
1630,ChIJq6qqBw-IoDERNDS6Ld89WGc,Quán Café Nguyễn,Quán cà phê,0292 3676 513,"Quán Café Nguyễn, 137 Đ. Nguyễn Văn Cừ, An Hoà, Ninh Kiều, Cần Thơ"
1631,ChIJq6qqBw-IoDER1aWSQSl7qps,Quán Cà Phê Ngọc Hân,Quán cà phê,0947 819 770,"Quán Cà Phê Ngọc Hân, 327, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
1635,ChIJM9gdnp5ioDERKL7fQBGqwG8,Cà Phê 119,Quán cà phê,,"2QGP+QFP Cà Phê 119, Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ"
1636,ChIJi46CrvuJoDERJ200D1_Q8pk,Cà Phê Sạch Black Gold - Têka Coffee,Quán cà phê,,"Cà Phê Sạch Black Gold - Têka Coffee, 36 Đường số 12, Phường An Khánh, Ninh Kiều, Cần Thơ"
1638,ChIJ_ze_UGyIoDERvXw2SMoSVag,Quán Cà Phê Vy Nguyễn,Quán cà phê,0918 830 535,"Quán Cà Phê Vy Nguyễn, 162 Đường B1, Phường An Khánh, Ninh Kiều, Cần Thơ"
1642,ChIJKQDjwk-JoDERhlPdcNRXMyE,Cà phê Muối Chú Rắc - CN Nguyễn Văn Cừ,Quán cà phê,,"Cà phê Muối Chú Rắc - CN Nguyễn Văn Cừ, 138/B8, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1647,ChIJn2jduDuJoDERHi1bLXbEmpU,cafe 505,Quán cà phê,,"cafe 505, 497 Hẻm 553, Hưng Lợi, Ninh Kiều, Cần Thơ"
1649,ChIJheKrfBSIoDERWRDhGoQMScU,Quán Cà Phê Bùi Thị Ngọc Minh (Cafe TayDo Model),Quán cà phê,0292 3838 780,"Quán Cà Phê Bùi Thị Ngọc Minh (Cafe TayDo Model), Số 132 K5, Đ. Nguyễn Văn Cừ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1652,ChIJ6aoAwaeJoDER1pACZiNydJw,Tiệm Cafe Anh,Quán cà phê,,"2QM8+X27 Tiệm Cafe Anh, Hẻm 51, Xuân Khánh, Ninh Kiều, Cần Thơ"
1656,ChIJs98NN5aJoDERyXUAcgMpL0I,Sữa chua CHICCHU,Quán cà phê,,"Sữa chua CHICCHU, L30 - Đ2,Khu Đô Thị Mới Đại Ngân, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1665,ChIJqYdiNveJoDER9QtQ2n_xnp8,CÀ PHÊ HỘI NGỘ,Quán cà phê,0931 070 987,"2QQ5+9W4 CÀ PHÊ HỘI NGỘ, Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1666,ChIJVVovnxSIoDERH71hz-s7_pw,Quán Cà Phê Như Ngọc,Quán cà phê,0292 3898 838,"Quán Cà Phê Như Ngọc, 163 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1667,ChIJ7aHSjEKIoDERLAr475ELpi0,Cà Phê Thy Linh,Quán cà phê,0918 542 872,"Cà Phê Thy Linh, 337 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ"
1668,ChIJgeT3NkKIoDER0LI_sBF2lew,Quán Cà Phê HIFI Lá,Quán cà phê,0292 4774 521,"Quán Cà Phê HIFI Lá, 7A8 KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1671,ChIJ8zQz1zSJoDERe1W805Gm8Ow,Quán cà phê Kim Phượng,Quán cà phê,,"Quán cà phê Kim Phượng, SỐ 2 KDC HỒNG PHÁT, Phường An Khánh, Ninh Kiều, Cần Thơ"
1672,ChIJIUSD_9iJoDER4D1IS2QSL2M,Cafe Ông Sáu,Quán cà phê,0919 925 265,"Cafe Ông Sáu, 306 Nguyễn Văn Cừ Nối Dài, Phường An Khánh, Ninh Kiều, Cần Thơ"
1676,ChIJ7YSFxPuJoDERBJfROiSBXVc,Quán Cà Phê PHƯỢNG,Quán cà phê,0909 577 277,"Quán Cà Phê PHƯỢNG, KDC Hàng Bàng, Phường An Khánh, Ninh Kiều, Cần Thơ"
1684,ChIJBSsn-0KIoDEREztR6PmFjbA,Quán Cà Phê Ngọc Anh,Quán cà phê,0292 6558 034,"Quán Cà Phê Ngọc Anh, 337/13B3, Đường Quốc Lộ 91B, Quận Ninh Kiều, TP.Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1685,ChIJ5xhDoUKIoDER9bcvzyocTQw,Cà Phê Xuân Mai,Quán cà phê,0292 3559 939,"2PMX+P49 Cà Phê Xuân Mai, QL91B, Phường An Khánh, Ninh Kiều, Cần Thơ"
1686,ChIJmxAUuEOIoDEROg11ALD3R30,Quán Cà Phê Phú Quý,Quán cà phê,0292 5093 987,"Quán Cà Phê Phú Quý, 113A KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ, Phường An Khánh, Ninh Kiều, Cần Thơ"
1687,ChIJP-0_5pCJoDERwKKpF-duyd0,Cà Phê Song Khánh,Quán cà phê,0906 717 417,"Cà Phê Song Khánh, 443 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ 90000"
1688,ChIJjUarUWuJoDERCvwbRSzyr2Y,Cà Phê Bida Lan Anh,Quán cà phê,0932 840 006,"2P9Q+39C Cà Phê Bida Lan Anh, An Bình, Ninh Kiều, Cần Thơ"
1689,ChIJY9pStViJoDERx3xfsE1JPRA,Cà phê Hùng Phú,Quán cà phê,0928 720 720,"2PCQ+44G Cà phê Hùng Phú, Đường Số 38, An Bình, Bình Thủy, Cần Thơ"
1705,ChIJr2h4NeyJoDERo3rF8b5ozkY,Cafe Diem Tam Sang Duc Ky,Quán cà phê,,"2PCR+5JR Cafe Diem Tam Sang Duc Ky, An Bình, Ninh Kiều, Cần Thơ"
1707,ChIJl32GRLOJoDERdRkSFjpEq6I,Quán Cà Phê Khả Phương,Quán cà phê,0292 3894 837,"Quán Cà Phê Khả Phương, 90A, Quốc Lộ 1A, P. An Bình, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
1712,ChIJm6wzdxKJoDERAaVk4Oh0hbk,Cafe 5Thiên,Quán cà phê,0399 060 704,"Cafe 5Thiên, 117 Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ"
1723,ChIJF1kF5byJoDERihQmcvnNdKI,Quán Cà Phê Khánh Trang,Quán cà phê,,"XPVX+MG4 Quán Cà Phê Khánh Trang, Đ. Phạm Hùng, Lê Bình, Cái Răng, Cần Thơ"
1736,ChIJAQep36CJoDERAKcxUht8CMU,Quán Cà Phê Sơ Ri,Quán cà phê,0292 3847 878,"Quán Cà Phê Sơ Ri, 243 Ấp Mỹ Ái, Huyện Phong Điền, An Bình, Ninh Kiều, Cần Thơ"
1738,ChIJ10mFZVWJoDERiQ_LBYaHAPU,Cà phê Triệu,Quán cà phê,0969 699 534,"Cà phê Triệu, 107 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
1742,ChIJsfD-JECJoDER6HeProTPPbg,Cafe 4U - Cà phê sạch mang đi,Quán cà phê,0367 479 669,"Cafe 4U - Cà phê sạch mang đi, 1 Đ. 3 Tháng 2, An Bình, Ninh Kiều, Cần Thơ"
1753,ChIJyxO_RLOJoDERBv2H6nd2Pm4,Quán Cà Phê Hồng,Quán cà phê,0292 3850 518,"Quán Cà Phê Hồng, 117, Quốc Lộ 1A, P. Lê Bình, Quận Cái Răng, An Bình, Ninh Kiều, Cần Thơ"
1754,ChIJXwI2orOJoDERZsRdW4KHykk,Huynh Nhi Coffee Shop,Quán cà phê,0292 3924 837,"Huynh Nhi Coffee Shop, 92A Area 2, Highway 1A, Cai Rang District, Can Tho City, An Bình, Ninh Kiều, Cần Thơ"
1755,ChIJBSgwP7KJoDERIxRi3fbVnFQ,Quán Cà Phê Hương Lan,Quán cà phê,0292 2460 587,"Quán Cà Phê Hương Lan, 158/4, Đường Lộ Vòng Cung, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ"
1757,ChIJRckksLSJoDER_4kKHavsz2c,Quán Cà Phê Anh Đào,Quán cà phê,0292 2474 394,"Quán Cà Phê Anh Đào, 152/3, Quốc Lộ 1A, P. Lê Bình, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
1758,ChIJV9z3BrGJoDERdUBdB7qmfJM,Phuoc Loc Tho Coffee Shop,Quán cà phê,0292 3094 862,"Phuoc Loc Tho Coffee Shop, 121, Area No 1, 3/2 Street, Ninh Kieu District, Can Tho City, Lê Bình, Cái Răng, Cần Thơ"
1760,ChIJvfTdDoyJoDER1pbsTk0WdaE,Coffee Ngọc,Quán cà phê nghệ thuật,,"Coffee Ngọc, Mới, F, Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ 94000"
1765,ChIJV0vVkzWIoDERjdvgZFS3gYs,Quán Cà Phê Mỹ Tiên,Quán cà phê,0292 6350 181,"Quán Cà Phê Mỹ Tiên, 73, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
1766,ChIJffbbksCJoDERq0hF84kqzOA,QUÁN CÀ PHÊ 1 MÌNH,Quán cà phê,0377 019 269,"QUÁN CÀ PHÊ 1 MÌNH, 133d Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
1772,ChIJSYUOWDCIoDER6rkpFqXDf_k,Quán Cà Phê Trung Nguyên Cát Tường,Quán cà phê,0292 3831 541,"Quán Cà Phê Trung Nguyên Cát Tường, 268/62, Đường Nguyễn Văn Linh, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
1773,ChIJ-Z8z4E-JoDER_NXTcd8-XGQ,Cafe Nguyên Trang,Quán cà phê,,"Cafe Nguyên Trang, 14 Đường Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1775,ChIJ_WiTluCJoDERbY22Z9rB_vw,Cà phê - Giặt sấy MWT,Quán cà phê,0939 110 157,"Cà phê - Giặt sấy MWT, 68 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
1776,ChIJ6Suf9VmJoDERWoQWlNk7YNM,Cà phê Phương Vinh,Quán cà phê,,"Cà phê Phương Vinh, 151 Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ"
1779,ChIJSTt1UVaJoDERXLpAXRiAJgU,Pha cà phê,Quán cà phê,,"Pha cà phê, 660 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ 90000"
1780,ChIJ02WNITWIoDER0xKqmuSk33M,Cà Phê Hội Ngộ,Quán cà phê,,"Cà Phê Hội Ngộ, 501 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ"
1794,ChIJyegsQjSIoDERrpzdefDMdeI,Quán Cà Phê Khôi Nguyên,Quán cà phê,0292 3738 951,"Quán Cà Phê Khôi Nguyên, 237, Đường 30/04, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ"
1799,ChIJZSRn3_qJoDERJRK0VPuyVvY,Cà phê sạch Black Gold - A Lùn,Quán cà phê,,"Cà phê sạch Black Gold - A Lùn, 283k Đ. Nguyễn Văn Linh, Phường An Khánh, Bình Thủy, Cần Thơ"
1807,ChIJM3mmWSOIoDERkUxRqNTVP9E,Quán Cà Phê Yến Nhi,Quán cà phê,0292 3732 217,"Quán Cà Phê Yến Nhi, 116B, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ"
1808,ChIJt4MUeqSJoDERkgzMz79Xlqk,Quán Cà phê An Nguyên,Quán cà phê,0901 599 006,"Quán Cà phê An Nguyên, 10 Đ. Mạc Thiên Tích, Xuân Khánh, Ninh Kiều, Cần Thơ"
1811,ChIJW68jcK2JoDERrAoaGzkbS3o,Cafe Chín Mười Hai,Quán cà phê,,"2QPC+H5Q Cafe Chín Mười Hai, Nguyễn Văn Trỗi, Xuân Khánh, Ninh Kiều, Cần Thơ"
1823,ChIJR1oCNmmJoDERS2BAVccG6Ac,Cà Phê Sinh tố Hoa Hồng 2,Quán cà phê,,"2QM7+JRV Cà Phê Sinh tố Hoa Hồng 2, Hẻm 9, An Bình, Ninh Kiều, Cần Thơ"
1824,ChIJsUrwlxmIoDERM9VxlWNsCm8,Loi Cu Coffee Shop,Quán cà phê,0292 3732 654,"Loi Cu Coffee Shop, 93 Nguyễn Cư Trinh, An Phú, Ninh Kiều, Cần Thơ"
1826,ChIJbdUVuCSIoDERTVcY7p-0xNU,Quán Cà Phê Sen,Quán cà phê,0292 3782 356,"Quán Cà Phê Sen, 146 Đ. Trần Văn Hoài, Xuân Khánh, Ninh Kiều, Cần Thơ 94155"
1827,ChIJl5yMPCKIoDERzDSQs9-ceBc,Quán Cà Phê T Và T,Quán cà phê,,"Quán Cà Phê T Và T, 142 Đ. Mậu Thân, An Phú, Ninh Kiều, Cần Thơ"
1829,ChIJMyoxuSSIoDERpFuvbK5XMII,Quán Cà Phê Trâm,Quán cà phê,0292 6654 524,"Quán Cà Phê Trâm, 146T, Đường Trần Văn Hoài, Quận Ninh Kiều, Tp Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ"
1832,ChIJ77ac6X5joDERGSlFHhAzdaY,Cà phê Tơ Hồng,Quán cà phê,,"Cà phê Tơ Hồng, 18 Đ. Trương Định, Tân An, Ninh Kiều, Cần Thơ"
1833,ChIJ79HLNSWJoDERc4rqKQDQUq8,Cà Phê Sạch Black Gold - Bình Râu,Quán cà phê,,"Cà Phê Sạch Black Gold - Bình Râu, 223 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ"
1834,ChIJnVRo06FioDERE-0ix_kOD2s,Coffee 68,Quán cà phê,,"Coffee 68, 68 Nguyễn Thái Học, Tân An, Ninh Kiều, Cần Thơ"
1837,ChIJhWhYDuuJoDERqMa8zp_QvXc,Cafe Ruby,Quán cà phê,,"Cafe Ruby, 119 Huỳnh Cương, An Cư, Ninh Kiều, Cần Thơ"
1843,ChIJowKdox-IoDERSqoRSYjyl-w,Quán Cafe Như Quỳnh,Quán cà phê,0292 3811 975,"Quán Cafe Như Quỳnh, 44 Đ. Đề Thám, Tân An, Ninh Kiều, Cần Thơ"
1844,ChIJYVy18qBioDERqP17F4hlHA0,Quán Cafe Ngọc,Quán cà phê,0292 3826 831,"Quán Cafe Ngọc, 91 Đ. Ngô Quyền, Tân An, Ninh Kiều, Cần Thơ"
1845,ChIJA2vwEceHoDER-gnvWX7V4oc,Cà Phê 1976,Quán cà phê,0907 221 976,"Cà Phê 1976, 36b Đ. Nguyễn Thông, An Thới, Bình Thủy, Cần Thơ"
1846,ChIJP8nfSd-HoDERInFufG3HZWA,Coffee 1968,Quán cà phê,0945 309 178,"Coffee 1968, 55B Đ. Cách Mạng Tháng 8, An Thới, Bình Thủy, Cần Thơ"
1847,ChIJWVZWyGOHoDERZx_rVR9SuAU,Quán Cà Phê Ngọc Ngân,Quán cà phê,,"3Q55+P8V Quán Cà Phê Ngọc Ngân, An Thới, Bình Thủy, Cần Thơ"
1848,ChIJW-H68H2JoDERADHD4leiZ68,Cà Phê 279,Quán cà phê,0799 624 683,"Cà Phê 279, 2/79 Đường Yết Kiêu, An Nghiệp, Ninh Kiều, Cần Thơ"
1849,ChIJ7VVayGyJoDERfwFQKYzkUnE,Cafe Kim,Quán cà phê,0916 969 627,"Cafe Kim, 99 đường 30, Phường An Khánh, Ninh Kiều, Cần Thơ"
1850,ChIJuQFkOCiJoDERfqnfGuhPNMk,Cà Phê 96,Quán cà phê,,"Cà Phê 96, 96/4 Đ. Nguyễn Thần Hiến, An Cư, Ninh Kiều, Cần Thơ"
1851,ChIJXdjleCqJoDERCOnqCWIv7-g,Cà Phê 153,Quán cà phê,0939 706 443,"Cà Phê 153, 153 Tầm Vu, Hưng Lợi, Ninh Kiều, Cần Thơ"
1852,ChIJ337JTxWJoDERs-InxOMYK24,Quán cà phê,Quán cà phê,,"Quán cà phê, 43 Đường số 14, Phường An Khánh, Ninh Kiều, Cần Thơ"
1853,ChIJtWRYhziJoDERN_9YyZuIlw0,Cà phê 153,Quán cà phê,,"Cà phê 153, 153 Đ. Nguyễn Tri Phương, Phường An Khánh, Ninh Kiều, Cần Thơ"
1854,ChIJe6JTwoqJoDERXmK6j54rrqs,Phi Coffee,Quán cà phê,,"2QM6+3XX Phi Coffee, Đ. Trần Nam Phú, Xuân Khánh, Ninh Kiều, Cần Thơ"
1855,ChIJffIGfwmJoDER02khvK5GT9A,Cafe phố,Quán cà phê,,"Cafe phố, 57b Đường Trần Hoàng Na, An Bình, Ninh Kiều, Cần Thơ"
1856,ChIJVzxD88qHoDER_H_u6vS4sNs,Quán Cà Phê Giải khát Mỹ Hoa,Quán cà phê,0939 362 086,"3Q78+37W Quán Cà Phê Giải khát Mỹ Hoa, Đặng Thị Nhường, Bùi Hữu Nghĩa, Ninh Kiều, Cần Thơ"
1857,ChIJ-wiFk-aHoDER69U1Ik9BhGA,Quán Cà Phê Rosy,Quán cà phê,0292 6251 797,"Quán Cà Phê Rosy, 340 Đ. Cách Mạng Tháng 8, Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ"
1858,ChIJLxq6keaHoDERbyoxLgTeJgI,Quán Cà Phê Quang Tâm,Quán cà phê,0367 233 182,"Quán Cà Phê Quang Tâm, 410A, Cách Mạng Tháng Tám, Quận Bình Thủy, Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ"
1859,ChIJT9USEl-JoDERbDnhFM-r0xY,Cafe the blue,Quán cà phê,,"Cafe the blue, 76b Đ. 3/2, Xuân Khánh, Ninh Kiều, Cần Thơ"
1860,ChIJXwj5ph-IoDERUezka_QgTVU,Quán Cafe 38,Quán cà phê,0292 3831 342,"Quán Cafe 38, 38 Đ. Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ"
1861,ChIJm36rWSOIoDERr17wTUQWdeE,Quán Cà Phê 116,Quán cà phê,0292 3832 310,"Quán Cà Phê 116, 116, Đường 3/2, Quận Ninh Kiều, Tp Cần Thơ, Xuân Khánh, Ninh Kiều, Cần Thơ"
1862,ChIJX4tcNrWJoDERVfBCaJD72d8,Quán Cà Phê Wifi Thanh,Quán cà phê,0938 516 055,"Quán Cà Phê Wifi Thanh, 310A, Quốc Lộ 1A, Quận Cái Răng, Hưng Lợi, Ninh Kiều, Cần Thơ"
1863,ChIJ6z6S-DqIoDER_PzQwAji6A4,Cà Phê 49,Quán cà phê,,"Cà Phê 49, 49 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
1864,ChIJWU3blVaJoDERjW-4D7kM9TQ,Coffee Cần Thơ 1975,Quán cà phê,0376 424 113,"Coffee Cần Thơ 1975, 229 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ"
1865,ChIJsY35ZyOIoDER9LNqCIU1YAs,Cafe Ô Chi,Quán cà phê internet,0898 012 017,"Cafe Ô Chi, 40/2 Đường 3/2, Xuân Khánh, Ninh Kiều, Cần Thơ"
1866,ChIJK0CTqSEvdTERNRKYvftQNU0,CÀ PHÊ NGON,Quán cà phê,0911 302 838,"CÀ PHÊ NGON, 584 Nguyễn Đình Chiểu, Phường 4, Quận 3, Thành phố Hồ Chí Minh"
1867,ChIJ2aWjD-OHoDER5nD2dWEosFA,Nhi Tram Coffee Shop,Quán cà phê,0292 3881 896,"Nhi Tram Coffee Shop, Bùi Hữu Nghĩa, Bình Thủy, Cần Thơ"
1868,ChIJgVvy160ndTERCUxQZxiIj28,Quán Cafe Tài,Nhà hàng,1229 713490,"Quán Cafe Tài, 33 Đ. Số 3, Trường Thọ, Thủ Đức, Thành phố Hồ Chí Minh"
1869,ChIJZThBJP-HoDERUB5RIq3vH4A,Cà Phê Ăn Sáng Quỳnh Ku,Quán cà phê,,"3Q5H+HRC Cà Phê Ăn Sáng Quỳnh Ku, Phạm Công Trứ, Cái Khế, Ninh Kiều, Cần Thơ"
1874,ChIJ6Y05ODuHoDERxnuf8SJ87us,Cà phê 98,Quán cà phê,,"3Q56+6J2 Cà phê 98, An Thới, Bình Thủy, Cần Thơ"
1875,ChIJR_HDtalioDERkNtfpZnEJQc,Minh Nguyen Coffee Shop,Quán cà phê,0292 2477 777,"Minh Nguyen Coffee Shop, 37-39 Lý Hồng Thanh, Cái Khế, Ninh Kiều, Cần Thơ"
1886,ChIJq6qqBw-IoDERrU04QLzdFKY,Quán Cà Phê 229,Quán cà phê,0292 3894 758,"Quán Cà Phê 229, 229, Nguyễn Văn Cừ, Quận Ninh Kiều, Tp Cần Thơ, An Hoà, Ninh Kiều, Cần Thơ"
1891,ChIJkwolRS6HoDERbKN-biTChos,Quán Bảo Nguyên Coffee,Quán cà phê,,"Quán Bảo Nguyên Coffee, 54 Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
1892,ChIJfU3VR5VjoDERoDqmlFp3DqU,Quán cà phê.Điểm tâm Sáng(Hủ tiếu Xương🦴🦴.Hủ tiếu Hải sản 🦐🦐🦑🦑🐙🐙),Quán cà phê,,"Quán cà phê.Điểm tâm Sáng(Hủ tiếu Xương🦴🦴.Hủ tiếu Hải sản 🦐🦐🦑🦑🐙🐙), 1A Trần Quang Khải, Cái Khế, Ninh Kiều, Cần Thơ"
1905,ChIJZdV3Bv-HoDER91LazV-r9yo,Cà Phê Ngân Thành,Quán cà phê,,"3Q4H+XWC Cà Phê Ngân Thành, Đ. Nguyễn Văn Cừ, Cái Khế, Ninh Kiều, Cần Thơ"
1906,ChIJE2ISlgaIoDERFvQ9f92w9Kk,Quán Cà Phê Giải Khát Bùi Thị Liễu,Quán cà phê,0838 846 582,"Quán Cà Phê Giải Khát Bùi Thị Liễu, 114 Đ. Cách Mạng Tháng 8, Cái Khế, Ninh Kiều, Cần Thơ"
1930,ChIJg8sYGASIoDERPulHdW3IKaU,Quán Cà Phê Thu Sương,Quán cà phê,0292 6268 379,"Quán Cà Phê Thu Sương, 24/5B, Trần Việt Châu, Quận Ninh Kiều, TP Cần Thơ"
1932,ChIJgUwuoAOIoDERttpm9y-aroI,Quán Cà Phê Hồng Phượng,Quán cà phê,0292 2461 613,"Quán Cà Phê Hồng Phượng, 25, Đường Cách Mạng Tháng 8, Quận Ninh Kiều, TP.Cần Thơ"
1938,ChIJE_NILqJioDERbcsASsfrKs4,Quán Cà Phê - Sinh Tố,Quán cà phê,0292 3821 852,"Quán Cà Phê - Sinh Tố, Tp, 18 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ"
1939,ChIJqXf5LoRjoDERTKEkUfhZvt4,Quán Cà Phê Ga Cần Thơ,Quán cà phê,,"Quán Cà Phê Ga Cần Thơ, 10 Đ. Trần Đại Nghĩa, Cái Khế, Ninh Kiều, Cần Thơ"
1940,ChIJS7yF4t1joDER7BjfX7_mCTA,Cà phê bích trâm,Quán cà phê,,"Cà phê bích trâm, 52 Đ. Lương Định Của, Cái Khế, Ninh Kiều, Cần Thơ"
1947,ChIJFc3SE6BioDERpr-ZnoRcMAk,Quán Cà Phê Giải Khát 81,Quán cà phê,0292 3813 692,"Quán Cà Phê Giải Khát 81, 81 Đ. Đề Thám, An Cư, Ninh Kiều, Cần Thơ"
1954,ChIJjTVPL6VioDERr5OZQKTUKM4,Cà Phê Chú Long,Quán cà phê,,"2QRV+67R Cà Phê Chú Long, Sông Hậu, Ninh Kiều, Cần Thơ"
1955,ChIJ_06fNJ9ioDERUqvSV6A3kV4,Quán Cà Phê Bến Tàu,Quán cà phê,0292 3821 402,"Quán Cà Phê Bến Tàu, 1 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ"
1966,ChIJfXtjl6ljoDER1cV5EeY4sMo,Quán Cafe 19,Quán cà phê,,"2QWR+M6V Quán Cafe 19, Sông Hậu, Cái Khế, Ninh Kiều, Cần Thơ"
1974,ChIJgS0SlqBioDERP5leZOi4alA,Quán Cà Phê Lâm,Quán cà phê,0292 3823 659,"Quán Cà Phê Lâm, 22/23/110 Hẻm 22 Đ. Mạc Đĩnh Chi, Tân An, Ninh Kiều, Cần Thơ"
1989,ChIJ8aRt_YNjoDERTJZeoTIFTC0,Cà phê Hội Ngộ,Quán cà phê,,"Cà phê Hội Ngộ, Đ. Hồ Tùng Mậu/51 A1, Cái Khế, Ninh Kiều, Cần Thơ"
2013,ChIJsdVVrHljoDERsZv1AS77py4,Cà phê Hương Quê,Quán cà phê,,"Cà phê Hương Quê, 118/15B Trần Văn Khéo, Cái Khế, Ninh Kiều, Cần Thơ"
2029,ChIJVYzqdLZjoDERocpwkXvJJMU,Cà phê Tuyết Nhi,Quán cà phê,,"Cà phê Tuyết Nhi, 89 Phạm Ngọc Thạch, Cái Khế, Ninh Kiều, Cần Thơ"
